City,Locality,Property_Type,RERA_Approved,BHK,Bathrooms,Balconies,Floor,Age_of_Property_years,Ready_to_Move,Furnishing,Parking,Facing,Gated_Community,Lift_Available,Water_Supply,Security_Guard,Gym,Swimming_Pool,Power_Backup,Clubhouse,Play_Area,Near_School_km,Near_Hospital_km,Near_Metro_km,Near_Market_km,Monthly_Maintenance,EMI_Per_Lakh,Interest_Rate,Resale,Property_Tax_Annual,Pollution_Index,Noise_Index,Crime_Rate,Internet_Availability,Public_Transport_Score,Flood_Zone,Earthquake_Zone,Civic_Amenities_Rating,Market_Demand_Rating,Rental_Yield_Percent,Carpet_Area_sqft,Total_Floors,Expected_Price_Lakhs
Indore,Rau,Independent House,No,4,5,1,5,2,Yes,Unfurnished,Yes,South,No,Yes,Corporation,Yes,No,Yes,No,No,Yes,2.04,1.94,5.72,1.44,5179,1064.05,9.02,Yes,1024,57.6,40.7,41.0,7.0,5.3,No,Yes,8.0,9.3,4.49,1135,10,60.35
Hyderabad,Begumpet,Apartment,No,3,4,2,16,0,No,Unfurnished,Yes,West,Yes,Yes,Corporation,No,Yes,Yes,No,Yes,No,1.22,0.38,2.04,0.56,1665,1000.34,9.32,No,6484,83.2,63.3,40.2,6.2,7.4,Yes,Yes,6.1,6.6,3.33,1571,17,178.86
Bengaluru,Jayanagar,Apartment,Yes,1,1,1,1,22,Yes,Furnished,No,East,Yes,No,Corporation,Yes,Yes,Yes,Yes,Yes,Yes,3.41,1.7,4.13,2.77,1303,810.02,8.13,No,18572,44.1,79.7,11.5,6.4,9.8,Yes,No,7.2,7.6,3.73,947,3,93.78
Pune,Hinjewadi,Independent House,Yes,3,4,0,2,15,Yes,Semi-Furnished,Yes,South,No,No,Both,Yes,Yes,No,No,Yes,No,1.49,4.41,2.93,1.74,7684,1136.91,9.31,Yes,18144,50.7,64.3,14.5,7.0,6.3,Yes,Yes,7.5,6.2,2.79,1085,4,97.84
Chennai,Velachery,Independent House,No,3,3,2,9,25,Yes,Unfurnished,No,North,Yes,No,Both,No,Yes,Yes,No,No,No,4.66,1.8,7.72,1.87,2987,719.17,7.41,No,16480,82.0,67.2,27.6,9.9,8.8,No,No,9.0,7.9,3.5,804,13,54.54
Surat,Adajan,Villa,Yes,3,3,1,4,13,Yes,Furnished,No,North,Yes,Yes,Borewell,Yes,No,Yes,Yes,No,Yes,0.58,2.59,1.71,2.72,1603,987.38,7.1,Yes,20886,64.8,47.6,43.7,6.8,7.8,Yes,Yes,6.8,8.8,3.22,657,6,35.05
Delhi,Janakpuri,Apartment,Yes,2,2,0,16,20,No,Unfurnished,Yes,West,No,Yes,Borewell,No,Yes,No,No,Yes,Yes,0.89,1.3,2.45,2.37,7379,720.32,6.9,No,11769,53.4,45.4,14.5,8.4,6.3,Yes,No,9.6,6.9,4.11,586,24,214.05
Delhi,Dwarka,Villa,No,4,4,0,4,3,No,Unfurnished,No,North,Yes,No,Both,Yes,No,No,No,Yes,Yes,1.95,3.42,7.8,2.02,3995,1175.76,9.04,Yes,15365,82.4,57.1,15.9,8.6,5.3,Yes,No,5.2,7.7,2.54,1617,5,753.63
Lucknow,Gomti Nagar,Villa,Yes,3,3,2,9,22,No,Semi-Furnished,No,West,Yes,Yes,Borewell,No,No,No,Yes,No,No,2.39,4.12,5.13,1.56,6972,724.54,9.19,No,9385,34.7,81.5,44.8,6.0,8.2,Yes,Yes,7.7,5.7,3.55,651,9,31.88
Mumbai,Borivali,Independent House,No,2,3,2,5,5,Yes,Unfurnished,No,North,No,No,Corporation,Yes,Yes,Yes,No,No,No,0.65,2.98,2.54,0.65,1368,925.0,8.93,No,6388,77.8,59.8,55.9,6.7,7.1,No,No,9.9,5.3,3.41,1614,7,816.26
Pune,Viman Nagar,Independent House,Yes,3,3,1,8,19,Yes,Furnished,Yes,East,No,No,Corporation,Yes,Yes,Yes,Yes,No,No,2.0,3.08,2.48,1.06,6618,886.81,8.54,No,19374,80.5,70.6,12.4,6.9,8.4,No,Yes,7.2,6.1,2.39,942,17,95.75
Kolkata,New Alipore,Villa,No,4,5,1,19,13,Yes,Furnished,No,West,No,No,Corporation,Yes,No,No,No,Yes,No,1.13,0.38,3.35,1.14,5332,1140.31,9.32,Yes,4680,50.7,62.4,34.0,8.0,6.2,No,Yes,6.3,9.5,2.92,1920,21,168.42
Indore,Palasia,Independent House,No,3,3,2,14,11,Yes,Semi-Furnished,Yes,West,Yes,No,Borewell,Yes,No,No,No,No,No,3.12,4.97,2.67,2.14,2515,920.05,7.08,Yes,21153,49.9,67.4,45.9,6.8,9.5,Yes,No,9.7,9.7,3.54,1951,22,89.98
Kochi,Vyttila,Independent House,Yes,1,2,1,18,17,Yes,Furnished,No,East,No,Yes,Borewell,Yes,No,No,Yes,Yes,Yes,3.03,1.45,1.58,2.71,1469,920.38,8.85,No,19067,60.3,46.9,15.4,7.0,6.4,No,No,8.1,5.0,4.38,1785,27,126.67
Indore,Vijay Nagar,Independent House,No,2,2,1,19,22,No,Furnished,Yes,West,Yes,Yes,Both,No,No,Yes,Yes,Yes,Yes,2.69,2.96,6.5,2.06,4731,1024.29,8.98,Yes,24058,38.7,69.9,43.4,9.4,7.5,No,No,6.6,6.4,2.62,1511,24,85.86
Ahmedabad,Navrangpura,Apartment,Yes,1,2,0,6,4,No,Semi-Furnished,No,North,Yes,No,Both,Yes,Yes,Yes,No,No,No,1.75,1.98,1.78,1.06,4884,841.4,8.28,Yes,3551,35.8,56.3,28.2,7.4,5.3,No,Yes,6.4,6.7,3.28,1568,16,88.47
Mumbai,Borivali,Independent House,Yes,1,2,1,16,20,No,Semi-Furnished,No,East,No,No,Borewell,No,Yes,Yes,No,Yes,No,4.29,4.98,7.82,2.89,1515,887.78,8.78,No,22044,47.1,65.7,44.1,6.2,8.0,No,Yes,7.4,5.7,4.09,579,17,267.33
Pune,Baner,Independent House,Yes,2,2,0,17,7,Yes,Furnished,No,West,No,Yes,Borewell,No,Yes,Yes,Yes,Yes,Yes,0.38,5.36,2.07,0.62,3131,1151.03,7.09,Yes,7445,39.1,48.2,20.1,9.9,9.2,Yes,Yes,6.7,5.0,2.39,1119,24,89.49
Jaipur,Jhotwara,Apartment,Yes,3,3,0,3,2,No,Furnished,Yes,East,Yes,Yes,Borewell,Yes,Yes,Yes,No,Yes,Yes,0.77,0.46,5.4,1.46,5790,902.01,7.41,No,11726,79.4,78.8,35.8,8.4,9.6,Yes,Yes,5.5,6.6,2.36,926,6,41.94
Surat,Adajan,Independent House,Yes,2,3,1,5,16,No,Semi-Furnished,Yes,East,No,Yes,Corporation,Yes,No,Yes,Yes,No,No,3.75,5.45,5.07,1.65,1048,1091.21,6.73,Yes,14659,54.9,72.3,35.6,8.5,7.0,Yes,No,8.9,8.4,3.43,1955,12,91.4
Indore,Rau,Villa,No,3,4,0,14,0,No,Semi-Furnished,Yes,North,No,No,Borewell,No,Yes,Yes,No,No,Yes,1.76,1.09,7.07,2.01,3496,1178.72,6.67,No,1043,48.6,51.8,58.1,9.3,8.4,Yes,Yes,7.9,8.3,2.62,1783,18,108.68
Hyderabad,Kukatpally,Independent House,Yes,3,4,2,3,24,No,Furnished,No,South,No,Yes,Borewell,No,Yes,Yes,No,Yes,Yes,0.93,1.98,7.7,1.12,7335,1070.37,7.43,Yes,8175,66.4,43.4,56.2,6.5,6.5,Yes,No,8.7,6.2,2.55,1625,10,130.53
Visakhapatnam,Seethammadhara,Independent House,No,4,5,1,16,10,Yes,Unfurnished,Yes,North,No,No,Corporation,Yes,No,No,No,No,No,2.36,0.62,2.13,0.29,5687,1001.45,8.43,Yes,9219,74.7,64.0,14.9,9.9,7.9,Yes,No,8.0,6.7,2.07,1086,23,55.08
Lucknow,Indira Nagar,Apartment,No,4,4,1,19,9,Yes,Unfurnished,Yes,East,No,No,Both,No,Yes,Yes,No,No,No,1.34,0.94,5.42,2.32,6623,746.87,6.85,Yes,8724,30.4,54.4,47.9,7.8,8.6,Yes,Yes,9.1,9.3,3.3,2121,26,90.76
Patna,Ashiana Nagar,Independent House,Yes,4,4,0,12,4,No,Unfurnished,No,West,Yes,No,Corporation,No,Yes,Yes,Yes,Yes,No,1.16,2.8,5.9,1.75,1394,969.04,8.4,No,12790,52.8,82.6,17.8,8.2,6.0,No,No,5.3,6.1,3.05,520,12,22.38
Lucknow,Chinhat,Apartment,No,4,4,2,13,1,Yes,Unfurnished,No,East,Yes,Yes,Corporation,No,Yes,No,No,Yes,Yes,1.79,5.74,4.91,1.76,2938,1102.76,8.04,Yes,24204,66.0,52.3,26.9,8.6,9.0,Yes,Yes,5.6,8.8,2.06,1018,18,54.31
Kolkata,New Alipore,Apartment,Yes,4,5,0,20,10,No,Furnished,Yes,South,Yes,No,Corporation,Yes,Yes,No,Yes,No,No,3.73,5.23,5.68,1.7,7697,891.39,7.19,Yes,4543,45.0,40.6,41.8,8.5,8.9,No,No,9.2,5.7,2.59,622,30,49.48
Delhi,Janakpuri,Independent House,No,1,1,1,1,12,No,Furnished,No,South,No,Yes,Both,No,Yes,No,No,No,No,3.95,0.6,5.18,2.19,7242,1144.56,8.68,No,13429,33.2,74.7,53.9,7.3,7.5,Yes,No,7.7,8.0,2.2,1746,7,198.39
Kolkata,Garia,Villa,Yes,1,1,0,18,2,No,Furnished,Yes,West,No,No,Both,Yes,No,Yes,Yes,Yes,No,0.82,4.7,4.14,1.0,5563,952.1,8.91,Yes,23940,34.9,69.2,55.3,8.7,6.8,No,No,9.4,5.5,2.82,2187,19,148.48
Chandigarh,Panchkula,Villa,Yes,1,2,1,11,7,Yes,Unfurnished,Yes,South,Yes,No,Borewell,No,No,No,Yes,Yes,Yes,1.2,2.33,1.56,0.2,7074,1163.93,7.4,Yes,1367,60.5,65.5,35.5,7.2,6.0,Yes,Yes,7.8,7.8,4.0,827,20,51.93
Kolkata,Behala,Apartment,Yes,2,3,0,8,13,Yes,Furnished,No,East,No,No,Borewell,Yes,No,Yes,No,Yes,Yes,0.15,1.2,3.61,0.28,4476,747.55,7.65,Yes,14300,88.5,77.4,22.2,8.1,9.4,Yes,No,6.2,5.2,2.11,682,11,41.74
Surat,Adajan,Villa,Yes,1,1,0,1,16,No,Unfurnished,Yes,West,Yes,Yes,Borewell,Yes,Yes,Yes,Yes,No,Yes,2.02,4.36,7.39,2.77,3305,821.89,9.46,No,21659,31.3,52.0,35.6,8.3,5.8,Yes,No,5.8,7.8,4.46,2087,4,71.48
Delhi,Karol Bagh,Apartment,No,3,3,2,15,3,No,Semi-Furnished,No,North,Yes,Yes,Borewell,Yes,No,No,No,No,Yes,3.33,0.97,3.21,1.76,5568,916.21,6.79,Yes,9883,86.3,41.7,15.9,7.3,9.6,Yes,No,9.9,5.4,2.44,673,15,267.31
Patna,Bihta,Apartment,No,2,3,0,15,2,No,Unfurnished,Yes,West,Yes,No,Both,No,Yes,No,No,No,No,3.33,5.68,7.19,2.24,5281,1128.07,6.66,No,3915,43.0,54.6,30.5,9.4,7.4,No,No,9.3,8.4,2.06,1897,23,116.75
Chennai,T. Nagar,Independent House,No,2,2,0,6,4,Yes,Furnished,No,South,Yes,No,Corporation,No,No,Yes,Yes,Yes,Yes,2.6,3.99,1.28,0.4,3600,1069.14,8.73,Yes,20776,45.6,63.5,15.9,7.2,9.4,Yes,No,7.6,8.4,3.17,958,10,92.38
Visakhapatnam,Gajuwaka,Villa,No,1,1,0,7,14,No,Unfurnished,No,East,No,No,Both,No,Yes,Yes,No,Yes,No,1.88,0.91,5.07,0.97,4252,967.03,8.08,No,3245,77.5,49.5,25.2,8.7,9.2,Yes,No,8.3,5.3,4.23,1037,15,70.46
Visakhapatnam,Madhurawada,Apartment,No,2,2,2,6,2,Yes,Semi-Furnished,Yes,West,No,Yes,Borewell,No,Yes,No,No,Yes,No,0.63,3.53,5.81,2.18,3726,811.56,7.57,No,20927,73.9,78.7,17.3,9.5,8.0,No,No,6.1,6.4,2.05,984,16,61.23
Surat,City Light,Apartment,No,1,1,0,16,3,No,Unfurnished,No,South,Yes,No,Corporation,Yes,No,Yes,No,Yes,Yes,2.96,5.28,1.99,2.73,2447,888.01,9.02,Yes,14984,72.2,58.7,42.0,6.0,9.7,No,No,6.3,9.2,2.76,493,17,17.21
Delhi,Lajpat Nagar,Independent House,Yes,1,2,2,5,20,Yes,Unfurnished,Yes,South,No,Yes,Both,Yes,No,Yes,Yes,No,No,3.92,1.64,3.29,2.19,3367,1158.7,7.65,No,20858,88.4,70.9,14.6,6.9,5.7,Yes,No,5.8,6.7,3.31,2031,8,516.04
Ahmedabad,Satellite,Apartment,Yes,2,2,0,4,3,No,Semi-Furnished,No,North,Yes,No,Corporation,Yes,Yes,Yes,Yes,No,No,4.28,3.48,7.29,0.32,1710,788.23,6.83,No,19392,49.1,62.2,18.9,8.6,8.5,Yes,Yes,8.6,7.1,2.93,942,13,54.38
Pune,Wakad,Apartment,No,3,4,0,15,14,No,Unfurnished,Yes,East,Yes,No,Borewell,No,Yes,No,Yes,Yes,No,4.57,0.49,3.8,2.47,6767,1161.17,8.86,No,2562,82.0,79.7,36.5,8.1,5.3,Yes,Yes,6.9,6.6,3.39,1506,16,157.37
Patna,Boring Road,Independent House,No,3,3,1,17,5,No,Furnished,No,North,No,No,Borewell,Yes,No,Yes,Yes,Yes,Yes,1.19,2.71,4.36,2.3,2497,1149.85,8.26,No,19345,86.7,57.0,46.6,6.8,7.3,Yes,Yes,5.4,8.5,2.41,583,27,31.5
Surat,Piplod,Independent House,Yes,4,5,1,19,12,Yes,Furnished,No,South,Yes,No,Corporation,Yes,No,No,Yes,No,No,2.39,1.91,4.77,2.6,2576,1168.53,9.45,No,17408,39.6,78.2,53.3,6.7,7.9,Yes,No,8.0,5.3,3.85,480,23,17.87
Visakhapatnam,Dwaraka Nagar,Independent House,No,1,1,2,19,22,Yes,Unfurnished,No,East,No,Yes,Corporation,Yes,Yes,Yes,No,Yes,Yes,2.15,4.41,6.32,2.92,3011,996.51,6.75,Yes,1109,76.5,63.8,16.6,6.4,5.7,No,No,7.3,5.7,3.52,497,19,32.3
Hyderabad,Kukatpally,Independent House,Yes,3,4,2,20,6,No,Unfurnished,No,South,Yes,Yes,Corporation,Yes,No,No,No,Yes,Yes,2.19,4.4,6.23,0.64,2337,827.14,8.63,No,4758,88.6,46.7,20.8,8.6,7.3,No,No,7.1,5.4,2.98,1792,27,202.25
Lucknow,Indira Nagar,Apartment,Yes,1,1,0,4,20,No,Semi-Furnished,Yes,West,No,Yes,Corporation,Yes,Yes,Yes,Yes,No,Yes,0.45,1.93,6.2,0.65,7221,879.19,8.01,Yes,13196,70.4,75.3,48.2,9.7,8.8,Yes,No,6.5,5.5,3.3,2188,5,98.83
Chennai,Anna Nagar,Villa,No,4,4,1,18,21,Yes,Unfurnished,Yes,East,Yes,No,Both,Yes,Yes,Yes,No,No,Yes,2.14,5.63,1.23,2.43,5337,880.13,9.32,Yes,17465,39.6,54.8,16.5,8.3,7.9,No,No,7.5,6.0,3.64,1255,22,90.09
Surat,Katargam,Independent House,Yes,4,5,2,17,25,No,Furnished,Yes,West,Yes,No,Corporation,Yes,No,Yes,Yes,No,No,3.14,4.37,1.18,1.18,6542,933.06,8.64,Yes,20215,53.0,81.7,45.3,7.2,9.5,No,No,7.6,9.8,4.16,998,25,32.37
Surat,City Light,Independent House,No,2,2,0,9,9,Yes,Furnished,Yes,West,Yes,No,Both,Yes,No,Yes,No,Yes,Yes,3.1,4.53,1.43,2.72,2607,849.76,7.94,No,2603,45.1,55.0,11.8,9.4,6.0,Yes,No,6.1,6.9,2.61,838,11,40.74
Chennai,Sholinganallur,Villa,No,3,4,2,19,15,No,Unfurnished,Yes,West,Yes,Yes,Corporation,Yes,No,Yes,Yes,Yes,Yes,0.55,0.64,2.82,2.92,6720,1084.17,8.43,Yes,2168,74.7,72.9,26.2,9.0,9.9,No,No,7.9,5.9,3.12,1238,29,114.09
Jaipur,C-Scheme,Apartment,No,2,2,0,5,8,Yes,Unfurnished,No,East,No,Yes,Corporation,No,Yes,No,No,Yes,No,2.2,0.74,4.04,1.9,3052,720.44,6.85,Yes,9544,30.5,53.7,49.8,6.6,7.7,No,No,6.0,5.0,2.86,1160,9,59.57
Bengaluru,Jayanagar,Independent House,No,3,4,0,11,0,No,Furnished,No,West,No,Yes,Borewell,Yes,Yes,No,Yes,No,Yes,1.19,4.19,7.02,2.73,5967,954.31,8.54,Yes,7286,56.7,74.1,28.8,6.3,5.5,Yes,No,8.1,9.8,4.22,2005,13,166.3
Hyderabad,Gachibowli,Apartment,Yes,1,2,2,14,7,Yes,Semi-Furnished,No,East,Yes,Yes,Corporation,No,Yes,Yes,No,Yes,Yes,0.32,0.91,7.62,0.4,5023,1189.84,7.83,Yes,22929,60.5,82.5,52.5,6.1,6.8,No,No,9.9,9.1,2.37,1406,18,129.79
Jaipur,Vaishali Nagar,Villa,Yes,1,1,0,13,24,No,Furnished,No,North,No,No,Corporation,Yes,Yes,No,Yes,Yes,Yes,2.81,0.96,7.33,2.98,1605,950.25,6.75,Yes,13344,66.7,82.1,51.8,7.1,9.9,No,Yes,8.1,6.4,2.13,1934,14,80.09
Chandigarh,Zirakpur,Apartment,No,4,4,0,5,10,Yes,Unfurnished,Yes,South,Yes,Yes,Corporation,No,Yes,Yes,No,Yes,Yes,3.73,5.46,3.01,0.43,7632,1096.12,9.05,No,2842,87.2,58.5,47.0,9.0,7.6,Yes,No,9.1,7.0,2.53,921,12,68.44
Lucknow,Alambagh,Independent House,No,2,2,2,18,19,Yes,Furnished,No,North,No,No,Both,Yes,Yes,Yes,Yes,Yes,No,4.34,1.57,6.43,1.35,5920,777.64,7.19,No,4339,31.0,69.8,24.7,9.0,9.1,No,No,8.1,5.0,3.76,1525,20,80.75
Ahmedabad,Bopal,Apartment,No,4,5,1,10,16,No,Semi-Furnished,No,North,No,No,Corporation,Yes,No,No,Yes,Yes,Yes,0.28,5.6,0.91,0.76,7084,988.65,8.87,Yes,17393,35.7,41.3,28.4,10.0,7.2,Yes,No,7.1,9.6,3.88,1864,19,80.16
Chennai,Adyar,Villa,Yes,2,3,1,18,15,Yes,Furnished,Yes,North,No,Yes,Corporation,No,No,No,Yes,Yes,No,0.62,4.88,7.89,0.27,1598,1130.97,8.15,No,15565,53.8,69.4,19.7,7.0,5.9,No,Yes,9.9,8.5,3.47,1452,20,125.67
Kolkata,Rajarhat,Apartment,No,2,3,2,13,1,No,Semi-Furnished,No,West,Yes,No,Borewell,Yes,Yes,No,No,No,No,0.82,0.46,4.22,2.23,2960,1133.09,7.91,No,13752,88.8,58.2,35.5,8.8,9.8,No,No,6.9,5.6,3.01,848,20,72.59
Kochi,Aluva,Villa,No,1,1,2,17,15,Yes,Unfurnished,Yes,South,Yes,Yes,Borewell,Yes,Yes,Yes,No,Yes,No,4.79,3.57,1.76,2.82,4781,887.81,7.67,Yes,5950,45.3,41.8,51.4,7.6,8.2,No,Yes,8.3,9.2,3.65,1218,22,49.32
Patna,Kankarbagh,Villa,Yes,3,3,1,17,8,No,Unfurnished,No,North,No,Yes,Both,No,No,No,Yes,Yes,Yes,2.07,5.03,7.53,0.87,7418,759.52,8.54,No,7386,59.1,69.6,53.7,7.2,9.7,No,No,8.3,6.6,4.28,1103,20,64.76
Chennai,Sholinganallur,Independent House,Yes,2,2,2,11,20,Yes,Furnished,No,South,Yes,Yes,Both,Yes,No,No,Yes,No,Yes,0.73,0.65,5.58,1.14,3796,1093.02,7.06,No,1570,85.7,82.9,11.7,7.5,8.2,No,No,7.4,9.6,3.23,1362,21,104.54
Visakhapatnam,NAD Junction,Independent House,Yes,2,2,2,14,21,No,Semi-Furnished,No,South,No,Yes,Borewell,No,Yes,Yes,Yes,Yes,Yes,2.13,4.76,6.91,1.43,6830,873.13,8.44,Yes,4706,54.1,47.6,17.8,6.2,5.7,No,No,8.5,9.7,2.79,1736,19,135.26
Mumbai,Dadar,Apartment,Yes,1,1,1,3,6,No,Semi-Furnished,Yes,West,Yes,No,Corporation,Yes,No,No,No,Yes,No,3.12,0.92,7.25,2.97,2140,1088.34,8.54,Yes,18022,34.5,52.3,18.1,7.7,8.5,No,Yes,8.7,7.5,2.85,1064,11,401.44
Patna,Rajendra Nagar,Villa,No,3,3,1,20,10,Yes,Unfurnished,Yes,South,Yes,Yes,Borewell,Yes,Yes,Yes,Yes,Yes,Yes,0.79,3.91,0.83,0.76,4379,1132.65,8.59,Yes,15229,81.4,49.7,49.4,9.2,5.8,No,Yes,6.6,5.2,2.81,836,28,41.65
Kochi,Edappally,Apartment,Yes,4,5,1,3,5,No,Furnished,No,North,No,No,Corporation,Yes,No,No,No,Yes,Yes,2.25,0.34,5.64,2.5,7713,1076.81,8.83,Yes,8699,56.6,67.7,23.1,7.2,5.5,Yes,No,5.7,7.5,2.98,560,7,27.7
Mumbai,Dadar,Independent House,Yes,3,4,0,10,5,No,Unfurnished,No,East,No,No,Both,No,No,Yes,Yes,No,No,0.12,4.12,2.52,1.95,6836,805.98,7.36,Yes,19500,73.6,71.8,21.6,7.6,8.5,Yes,No,5.1,9.1,4.46,1022,19,453.12
Surat,Katargam,Apartment,Yes,3,4,1,7,19,No,Semi-Furnished,Yes,South,No,Yes,Corporation,No,No,Yes,No,Yes,No,1.82,3.45,2.82,2.6,4535,1127.34,6.76,No,17068,49.7,60.2,17.4,9.9,9.8,No,Yes,9.2,5.6,4.39,668,12,34.71
Surat,Piplod,Villa,No,3,4,2,9,10,No,Unfurnished,No,West,Yes,No,Corporation,No,Yes,Yes,Yes,Yes,No,1.94,1.92,5.12,2.48,4960,1174.28,9.4,No,22410,65.9,78.9,28.0,7.0,6.0,No,Yes,8.0,5.2,4.01,1835,15,57.7
Delhi,Janakpuri,Independent House,Yes,4,5,2,2,14,Yes,Unfurnished,Yes,West,No,No,Both,Yes,No,No,No,Yes,No,1.52,1.38,5.24,1.89,3671,719.04,8.07,No,24078,76.9,43.5,36.8,6.2,9.7,Yes,Yes,7.3,9.8,3.56,526,10,43.85
Visakhapatnam,Madhurawada,Villa,No,1,2,1,20,0,Yes,Furnished,Yes,North,No,No,Corporation,No,No,Yes,No,No,No,3.09,3.49,5.21,0.92,3059,990.13,9.5,Yes,22755,54.5,75.6,24.0,6.1,7.7,Yes,Yes,5.3,5.5,2.82,531,24,33.24
Kolkata,Behala,Independent House,Yes,3,3,1,11,17,No,Unfurnished,No,East,No,No,Both,No,No,No,No,No,No,0.59,3.24,1.34,0.87,4535,809.18,7.56,No,17983,51.0,67.0,30.9,8.8,6.1,No,Yes,8.2,7.7,2.85,1841,11,155.71
Mumbai,Borivali,Independent House,No,3,4,2,3,21,No,Furnished,Yes,South,No,Yes,Both,No,No,Yes,Yes,Yes,No,3.97,2.1,6.73,2.7,6930,997.55,7.29,Yes,15383,84.4,45.5,43.3,6.5,9.5,Yes,Yes,7.4,5.2,3.86,1728,7,935.5
Hyderabad,Begumpet,Apartment,Yes,4,4,0,12,21,No,Semi-Furnished,No,South,Yes,Yes,Borewell,Yes,Yes,No,No,Yes,Yes,0.75,1.37,7.29,2.92,5837,891.85,7.14,No,22315,57.1,71.6,15.2,8.6,8.7,Yes,Yes,8.0,7.5,3.44,1547,14,187.24
Patna,Ashiana Nagar,Apartment,Yes,3,4,0,3,5,Yes,Unfurnished,Yes,West,Yes,No,Both,No,Yes,Yes,Yes,No,Yes,4.81,1.15,3.51,0.68,4976,1007.39,8.7,Yes,17014,70.9,65.8,18.4,8.6,6.8,Yes,Yes,6.2,9.8,3.61,1457,7,92.37
Chandigarh,Sector 35,Apartment,Yes,2,2,1,12,25,No,Unfurnished,Yes,West,Yes,No,Borewell,Yes,Yes,Yes,Yes,No,Yes,4.85,5.83,5.03,1.42,4190,1185.47,6.91,No,19353,58.7,64.2,15.9,8.4,7.8,Yes,No,8.8,8.5,2.76,1151,12,110.19
Mumbai,Malad,Apartment,No,3,3,1,4,10,No,Semi-Furnished,Yes,East,No,No,Borewell,Yes,No,No,Yes,Yes,No,2.15,4.24,4.48,1.62,6006,707.88,7.43,No,16598,35.9,78.1,56.9,8.9,6.6,No,No,7.0,9.9,2.02,1324,10,460.8
Lucknow,Indira Nagar,Villa,No,1,2,2,8,20,Yes,Semi-Furnished,Yes,North,No,Yes,Both,No,No,No,No,No,No,3.37,1.82,1.35,0.31,2555,1135.52,7.12,Yes,11735,57.4,42.7,50.1,8.2,9.5,No,No,9.7,9.6,3.37,425,10,24.73
Pune,Koregaon Park,Apartment,No,2,3,0,2,15,No,Unfurnished,Yes,East,No,Yes,Corporation,No,Yes,No,No,Yes,No,4.24,0.7,1.54,2.57,5452,1060.72,8.56,No,7006,85.5,48.1,20.9,7.6,8.2,Yes,No,5.3,5.4,3.86,1064,7,112.55
Lucknow,Alambagh,Villa,Yes,2,2,1,12,1,Yes,Unfurnished,No,West,Yes,Yes,Both,Yes,No,No,Yes,Yes,No,4.11,4.75,5.99,1.66,5283,1168.33,8.24,Yes,2241,70.4,65.2,35.3,8.8,5.7,Yes,Yes,8.4,8.7,3.13,1547,16,63.44
Ahmedabad,Navrangpura,Apartment,No,2,2,1,5,11,Yes,Furnished,No,South,No,No,Borewell,Yes,Yes,No,Yes,No,No,0.67,1.24,4.82,0.41,4102,933.39,9.43,Yes,23817,75.2,43.6,51.0,9.4,9.6,Yes,Yes,7.6,8.7,2.33,1674,5,76.67
Patna,Ashiana Nagar,Villa,No,3,3,0,7,19,Yes,Semi-Furnished,No,North,Yes,Yes,Corporation,No,Yes,No,No,Yes,No,3.29,2.69,6.86,1.47,7515,1184.68,7.7,Yes,7005,85.5,52.4,24.2,6.3,9.9,Yes,No,8.6,8.4,3.77,1140,15,50.95
Lucknow,Hazratganj,Independent House,Yes,4,5,1,18,10,Yes,Semi-Furnished,Yes,East,Yes,Yes,Borewell,Yes,No,Yes,Yes,Yes,Yes,2.37,5.84,7.52,0.67,7170,703.13,6.56,Yes,8871,57.9,50.7,30.9,9.9,9.0,Yes,Yes,7.7,7.6,3.17,663,24,38.12
Hyderabad,Gachibowli,Villa,No,1,2,1,14,4,Yes,Semi-Furnished,Yes,North,No,No,Both,No,No,Yes,No,Yes,No,4.08,4.0,3.26,2.02,1744,956.68,8.83,No,22196,69.4,84.0,44.3,7.3,8.3,Yes,No,7.7,8.9,3.36,1228,16,125.61
Jaipur,C-Scheme,Apartment,Yes,4,5,2,17,25,No,Unfurnished,No,South,No,No,Both,Yes,No,No,No,No,No,3.94,2.01,5.89,0.52,1422,713.69,9.23,No,9399,48.9,69.9,23.2,6.4,5.6,No,Yes,7.9,9.6,3.65,1967,18,116.2
Indore,MR-10,Independent House,Yes,3,4,1,3,8,No,Unfurnished,No,South,Yes,No,Borewell,No,No,No,No,Yes,Yes,4.61,0.73,2.45,2.19,4220,1055.3,7.41,Yes,11574,55.6,41.0,40.7,6.1,6.8,Yes,No,8.9,5.1,3.96,1456,6,82.86
Kochi,Vyttila,Apartment,Yes,4,4,2,16,6,No,Unfurnished,Yes,East,No,No,Borewell,Yes,No,Yes,No,Yes,Yes,2.13,2.89,5.32,0.93,4587,1088.34,8.77,No,8622,62.8,43.1,26.9,8.8,9.1,No,Yes,9.6,8.7,2.45,445,23,28.85
Indore,Bhawarkua,Villa,No,3,4,0,15,5,Yes,Unfurnished,No,West,Yes,No,Both,Yes,Yes,Yes,Yes,No,No,1.61,4.44,2.84,0.91,2820,1191.52,6.76,Yes,8298,58.0,82.3,56.6,6.9,10.0,No,Yes,5.4,7.9,4.44,2048,15,116.88
Mumbai,Powai,Villa,Yes,2,2,2,16,23,No,Furnished,No,West,No,Yes,Both,No,No,No,No,No,Yes,1.34,1.64,7.94,0.4,6404,774.51,7.61,No,20518,84.2,61.5,56.7,7.4,7.4,Yes,Yes,8.4,6.3,4.17,2031,20,776.34
